index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,smogon_vgc_usage_2022,smogon_vgc_usage_2023,smogon_vgc_usage_2024,worlds_vgc_usage_2022,worlds_vgc_usage_2023,worlds_vgc_usage_2024,avg_smogon_usage,avg_worlds_usage,avg_total_usage,high_usage
20,raticate,normal,no_type,run-away,guts,hustle,55,81,60,50,70,97,413,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,raticate-alola,dark,normal,gluttony,hustle,thick-fat,75,71,70,40,80,77,413,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,raticate-totem-alola,dark,normal,gluttony,hustle,thick-fat,75,71,70,40,80,77,413,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,spearow,normal,flying,keen-eye,none,sniper,40,60,30,31,31,70,262,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,fearow,normal,flying,keen-eye,none,sniper,65,90,65,61,61,100,442,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23,ekans,poison,no_type,intimidate,shed-skin,unnerve,35,60,44,40,54,55,288,False,False,generation-i,0.0,5e-05,0.0,0.0,0.0,0.0,1.6666666666666667e-05,0.0,8.333333333333334e-06,0
24,arbok,poison,no_type,intimidate,shed-skin,unnerve,60,95,69,65,79,80,448,False,False,generation-i,0.0,0.04876,0.00779,0.0,0.04,0.0,0.01885,0.013333333333333334,0.016091666666666667,0
25,pikachu,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.15854,0.00831,0.09502,0.1,0.0,0.04,0.08728999999999999,0.04666666666666667,0.06697833333333333,1
25,pikachu-rock-star,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-belle,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-pop-star,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-phd,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-libre,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-cosplay,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-original-cap,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-hoenn-cap,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-sinnoh-cap,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-unova-cap,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-kalos-cap,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-alola-cap,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-partner-cap,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-starter,electric,no_type,static,none,lightning-rod,45,80,50,75,60,120,430,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-world-cap,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,pikachu-gmax,electric,no_type,static,none,lightning-rod,35,55,40,50,50,90,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,raichu,electric,no_type,static,none,lightning-rod,60,90,55,90,80,110,485,False,False,generation-i,5.14672,0.23088,0.04308,0.87,0.0,0.09,1.8068933333333332,0.32,1.0634466666666667,1
26,raichu-alola,electric,psychic,surge-surfer,none,none,60,85,50,95,85,110,485,False,False,generation-i,0.00562,0.0096,0.00836,0.0,0.0,0.0,0.007859999999999999,0.0,0.0039299999999999995,0
27,sandshrew,ground,no_type,sand-veil,none,sand-rush,50,75,85,20,30,40,300,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,sandshrew-alola,ice,steel,snow-cloak,none,slush-rush,50,75,90,10,35,40,300,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,sandslash,ground,no_type,sand-veil,none,sand-rush,75,100,110,45,55,65,450,False,False,generation-i,0.0,0.00383,0.0,0.0,0.0,0.0,0.0012766666666666666,0.0,0.0006383333333333333,0
28,sandslash-alola,ice,steel,snow-cloak,none,slush-rush,75,100,120,25,65,65,450,False,False,generation-i,0.0003,0.1416,0.00712,0.0,0.0,0.0,0.049673333333333326,0.0,0.024836666666666663,1
29,nidoranf,poison,no_type,poison-point,rivalry,hustle,55,47,52,40,40,41,275,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,nidorina,poison,no_type,poison-point,rivalry,hustle,70,62,67,55,55,56,365,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,nidoqueen,poison,ground,poison-point,rivalry,sheer-force,90,92,87,75,85,76,505,False,False,generation-i,3e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,5e-06,0
32,nidoranm,poison,no_type,poison-point,rivalry,hustle,46,57,40,40,40,50,273,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,nidorino,poison,no_type,poison-point,rivalry,hustle,61,72,57,55,55,65,365,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,nidoking,poison,ground,poison-point,rivalry,sheer-force,81,102,77,85,75,85,505,False,False,generation-i,0.01135,0.0,0.0,0.0,0.0,0.0,0.0037833333333333334,0.0,0.0018916666666666667,0
35,clefairy,fairy,no_type,cute-charm,magic-guard,friend-guard,70,45,48,60,65,35,323,False,False,generation-i,0.8427,3.27868,0.52346,1.27,2.09,0.45,1.54828,1.27,1.40914,1
36,clefable,fairy,no_type,cute-charm,magic-guard,unaware,95,70,73,95,90,60,483,False,False,generation-i,0.08481,0.14252,0.02832,0.0,0.19,3.93,0.08521666666666666,1.3733333333333333,0.729275,1
37,vulpix,fire,no_type,flash-fire,none,drought,38,41,40,50,65,65,299,False,False,generation-i,0.0,1e-05,0.0,0.0,0.0,0.05,3.3333333333333337e-06,0.016666666666666666,0.008335,0
37,vulpix-alola,ice,no_type,snow-cloak,none,snow-warning,38,41,40,50,65,65,299,False,False,generation-i,0.0,0.00027,0.0,0.0,0.0,0.0,9e-05,0.0,4.5e-05,0
38,ninetales,fire,no_type,flash-fire,none,drought,73,76,75,81,100,100,505,False,False,generation-i,0.00462,0.89173,0.26427,0.0,0.0,0.09,0.38687333333333335,0.03,0.20843666666666666,1
38,ninetales-alola,ice,fairy,snow-cloak,none,snow-warning,73,67,75,81,100,109,505,False,False,generation-i,0.10998,8.36146,1.41708,0.06,6.03,11.47,3.2961733333333334,5.853333333333334,4.574753333333334,1
39,jigglypuff,normal,fairy,cute-charm,competitive,friend-guard,115,45,20,45,25,20,270,False,False,generation-i,0.01032,2e-05,0.00064,0.0,0.0,0.0,0.0036599999999999996,0.0,0.0018299999999999998,0
40,wigglytuff,normal,fairy,cute-charm,competitive,frisk,140,70,45,85,50,45,435,False,False,generation-i,1e-05,0.01243,0.00096,0.0,0.0,0.0,0.0044666666666666665,0.0,0.0022333333333333333,0
41,zubat,poison,flying,inner-focus,none,infiltrator,40,45,35,30,40,55,245,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,golbat,poison,flying,inner-focus,none,infiltrator,75,80,70,65,75,90,455,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,oddish,grass,poison,chlorophyll,none,run-away,45,50,55,75,65,30,320,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44,gloom,grass,poison,chlorophyll,none,stench,60,65,70,85,75,40,395,False,False,generation-i,0.0,0.0,0.00022,0.0,0.0,0.0,7.333333333333333e-05,0.0,3.6666666666666666e-05,0
45,vileplume,grass,poison,chlorophyll,none,effect-spore,75,80,85,110,90,50,490,False,False,generation-i,0.0,0.0,0.00475,0.0,0.0,0.0,0.0015833333333333333,0.0,0.0007916666666666666,0
46,paras,bug,grass,effect-spore,dry-skin,damp,35,70,55,45,55,25,285,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47,parasect,bug,grass,effect-spore,dry-skin,damp,60,95,80,60,80,30,405,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48,venonat,bug,poison,compound-eyes,tinted-lens,run-away,60,55,50,40,55,45,305,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49,venomoth,bug,poison,shield-dust,tinted-lens,wonder-skin,70,65,60,90,75,90,450,False,False,generation-i,0.0,0.00453,0.00016,0.0,0.0,0.0,0.0015633333333333335,0.0,0.0007816666666666667,0
50,diglett,ground,no_type,sand-veil,arena-trap,sand-force,10,55,25,35,45,95,265,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50,diglett-alola,ground,steel,sand-veil,tangling-hair,sand-force,10,55,30,35,45,90,265,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51,dugtrio,ground,no_type,sand-veil,arena-trap,sand-force,35,100,50,50,70,120,425,False,False,generation-i,0.02237,0.02947,0.00138,0.08,0.0,0.0,0.01774,0.02666666666666667,0.022203333333333332,0
51,dugtrio-alola,ground,steel,sand-veil,tangling-hair,sand-force,35,100,60,50,70,110,425,False,False,generation-i,0.0,0.00079,0.0001,0.0,0.0,0.0,0.0002966666666666667,0.0,0.00014833333333333335,0
52,meowth,normal,no_type,pickup,technician,unnerve,40,45,35,40,40,90,290,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,meowth-alola,dark,no_type,pickup,technician,rattled,40,35,35,50,40,90,290,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,meowth-galar,steel,no_type,pickup,tough-claws,unnerve,50,65,55,40,40,40,290,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,meowth-gmax,normal,no_type,pickup,technician,unnerve,40,45,35,40,40,90,290,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,persian,normal,no_type,limber,technician,unnerve,65,70,60,65,65,115,440,False,False,generation-i,0.0,0.01124,0.00063,0.0,0.0,0.0,0.0039566666666666665,0.0,0.0019783333333333332,0
53,persian-alola,dark,no_type,fur-coat,technician,rattled,65,60,60,75,65,115,440,False,False,generation-i,0.3081,0.14897,0.0209,0.23,0.04,0.0,0.15932333333333332,0.09000000000000001,0.12466166666666667,1
54,psyduck,water,no_type,damp,cloud-nine,swift-swim,50,52,48,65,50,55,320,False,False,generation-i,0.0,0.0,1e-05,0.0,0.0,0.0,3.3333333333333337e-06,0.0,1.6666666666666669e-06,0
55,golduck,water,no_type,damp,cloud-nine,swift-swim,80,82,78,95,80,85,500,False,False,generation-i,0.01611,0.02501,0.01269,0.0,0.0,0.0,0.017936666666666667,0.0,0.008968333333333333,0
56,mankey,fighting,no_type,vital-spirit,anger-point,defiant,40,80,35,35,45,70,305,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57,primeape,fighting,no_type,vital-spirit,anger-point,defiant,65,105,60,60,70,95,455,False,False,generation-i,0.0,0.00163,0.00747,0.0,0.0,0.05,0.0030333333333333336,0.016666666666666666,0.00985,0
58,growlithe,fire,no_type,intimidate,flash-fire,justified,55,70,45,70,50,60,350,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58,growlithe-hisui,fire,rock,intimidate,flash-fire,rock-head,60,75,45,65,50,55,350,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59,arcanine,fire,no_type,intimidate,flash-fire,justified,90,110,80,100,80,95,555,False,False,generation-i,0.26863,21.3707,0.10139,0.06,0.17,0.31,7.246906666666667,0.18000000000000002,3.7134533333333333,1
59,arcanine-hisui,fire,rock,intimidate,flash-fire,rock-head,95,115,80,95,80,90,555,False,False,generation-i,0.0,3.89183,3.26922,0.0,15.75,1.3,2.3870166666666663,5.683333333333334,4.035175,1
60,poliwag,water,no_type,water-absorb,damp,swift-swim,40,50,40,40,40,90,300,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
61,poliwhirl,water,no_type,water-absorb,damp,swift-swim,65,65,65,50,50,90,385,False,False,generation-i,0.0,0.0,1e-05,0.0,0.0,0.0,3.3333333333333337e-06,0.0,1.6666666666666669e-06,0
62,poliwrath,water,fighting,water-absorb,damp,swift-swim,90,95,95,70,90,70,510,False,False,generation-i,0.00276,0.03525,0.00365,0.0,0.0,0.04,0.013886666666666665,0.013333333333333334,0.01361,0
63,abra,psychic,no_type,synchronize,inner-focus,magic-guard,25,20,15,105,55,90,310,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64,kadabra,psychic,no_type,synchronize,inner-focus,magic-guard,40,35,30,120,70,105,400,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
65,alakazam,psychic,no_type,synchronize,inner-focus,magic-guard,55,50,45,135,95,120,500,False,False,generation-i,0.00749,0.0,0.0,0.0,0.0,0.0,0.0024966666666666666,0.0,0.0012483333333333333,0
65,alakazam-mega,psychic,no_type,trace,none,none,55,50,65,175,105,150,600,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
66,machop,fighting,no_type,guts,no-guard,steadfast,70,80,50,35,35,35,305,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,machoke,fighting,no_type,guts,no-guard,steadfast,80,100,70,50,60,45,405,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
68,machamp,fighting,no_type,guts,no-guard,steadfast,90,130,80,65,85,55,505,False,False,generation-i,0.00738,0.0,0.0,0.0,0.0,0.0,0.00246,0.0,0.00123,0
68,machamp-gmax,fighting,no_type,guts,no-guard,steadfast,90,130,80,65,85,55,505,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69,bellsprout,grass,poison,chlorophyll,none,gluttony,50,75,35,70,30,40,300,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70,weepinbell,grass,poison,chlorophyll,none,gluttony,65,90,50,85,45,55,390,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
71,victreebel,grass,poison,chlorophyll,none,gluttony,80,105,65,100,70,70,490,False,False,generation-i,0.0,0.02946,0.00202,0.0,0.0,0.0,0.010493333333333334,0.0,0.005246666666666667,0
72,tentacool,water,poison,clear-body,liquid-ooze,rain-dish,40,40,35,50,100,70,335,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73,tentacruel,water,poison,clear-body,liquid-ooze,rain-dish,80,70,65,80,120,100,515,False,False,generation-i,1e-05,0.0,0.00485,0.0,0.0,0.0,0.00162,0.0,0.00081,0
74,geodude,rock,ground,rock-head,sturdy,sand-veil,40,80,100,30,30,20,300,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74,geodude-alola,rock,electric,magnet-pull,sturdy,galvanize,40,80,100,30,30,20,300,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75,graveler,rock,ground,rock-head,sturdy,sand-veil,55,95,115,45,45,35,390,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75,graveler-alola,rock,electric,magnet-pull,sturdy,galvanize,55,95,115,45,45,35,390,False,False,generation-i,0.0,0.00017,0.0,0.0,0.0,0.0,5.666666666666667e-05,0.0,2.8333333333333335e-05,0
76,golem,rock,ground,rock-head,sturdy,sand-veil,80,120,130,55,65,45,495,False,False,generation-i,0.0,0.02096,0.00182,0.0,0.0,0.0,0.007593333333333333,0.0,0.0037966666666666665,0
76,golem-alola,rock,electric,magnet-pull,sturdy,galvanize,80,120,130,55,65,45,495,False,False,generation-i,0.0,0.11525,0.05107,0.0,0.0,0.04,0.055439999999999996,0.013333333333333334,0.03438666666666666,1
77,ponyta,fire,no_type,run-away,flash-fire,flame-body,50,85,55,65,65,90,410,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77,ponyta-galar,psychic,no_type,run-away,pastel-veil,anticipation,50,85,55,65,65,90,410,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
78,rapidash,fire,no_type,run-away,flash-fire,flame-body,65,100,70,80,80,105,500,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
78,rapidash-galar,psychic,fairy,run-away,pastel-veil,anticipation,65,100,70,80,80,105,500,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
79,slowpoke,water,psychic,oblivious,own-tempo,regenerator,90,65,65,40,40,15,315,False,False,generation-i,0.0,0.02128,0.0022,0.0,0.0,0.0,0.007826666666666668,0.0,0.003913333333333334,0
79,slowpoke-galar,psychic,no_type,gluttony,own-tempo,regenerator,90,65,65,40,40,15,315,False,False,generation-i,0.0,2e-05,0.0,0.0,0.04,0.0,6.6666666666666675e-06,0.013333333333333334,0.006670000000000001,0
80,slowbro,water,psychic,oblivious,own-tempo,regenerator,95,75,110,100,80,30,490,False,False,generation-i,0.02799,0.05157,0.02571,2.55,0.0,0.05,0.035089999999999996,0.8666666666666666,0.45087833333333327,1
80,slowbro-mega,water,psychic,shell-armor,none,none,95,75,180,130,80,30,590,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80,slowbro-galar,poison,psychic,quick-draw,own-tempo,regenerator,95,100,95,100,70,30,490,False,False,generation-i,0.00542,0.03762,0.01184,0.0,0.0,0.05,0.01829333333333333,0.016666666666666666,0.01748,0
81,magnemite,electric,steel,magnet-pull,sturdy,analytic,25,35,70,95,55,45,325,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82,magneton,electric,steel,magnet-pull,sturdy,analytic,50,60,95,120,70,70,465,False,False,generation-i,0.0,0.00409,0.00042,0.0,0.0,0.0,0.0015033333333333333,0.0,0.0007516666666666667,0
83,farfetchd,normal,flying,keen-eye,inner-focus,defiant,52,90,55,58,62,60,377,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
83,farfetchd-galar,fighting,no_type,steadfast,none,scrappy,52,95,55,58,62,55,377,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
84,doduo,normal,flying,run-away,early-bird,tangled-feet,35,85,45,35,35,75,310,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
85,dodrio,normal,flying,run-away,early-bird,tangled-feet,60,110,70,60,60,110,470,False,False,generation-i,0.0,0.0,0.00376,0.0,0.0,0.0,0.0012533333333333333,0.0,0.0006266666666666666,0
86,seel,water,no_type,thick-fat,hydration,ice-body,65,45,55,45,70,45,325,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
87,dewgong,water,ice,thick-fat,hydration,ice-body,90,70,80,70,95,70,475,False,False,generation-i,0.0,0.0,0.02417,0.0,0.0,0.0,0.008056666666666667,0.0,0.004028333333333333,0
88,grimer,poison,no_type,stench,sticky-hold,poison-touch,80,80,50,40,50,25,325,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
88,grimer-alola,poison,dark,poison-touch,gluttony,power-of-alchemy,80,80,50,40,50,25,325,False,False,generation-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
89,muk,poison,no_type,stench,sticky-hold,poison-touch,105,105,75,65,100,50,500,False,False,generation-i,0.0,0.00064,0.00015,0.0,0.0,0.0,0.00026333333333333336,0.0,0.00013166666666666668,0
89,muk-alola,poison,dark,poison-touch,gluttony,power-of-alchemy,105,105,75,65,100,50,500,False,False,generation-i,0.0,0.25071,0.75696,0.0,0.06,0.05,0.33589,0.03666666666666667,0.18627833333333335,1
